Question	Answer	Source	Metadata	SuggestedQuestions	IsContextOnly	Prompts	QnaId	SourceDisplayName
So true	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
That is a correct statement	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
That is a true statement	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
That is accurate	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
That is an accurate statement	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
One hundred percent	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
That is right	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
Nailed it	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
That was a correct statement	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
That was a true statement	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
That was accurate	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
That was an accurate statement	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
That was correct	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
That was right	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
That was true	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
That's a correct statement	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
That is correct	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
correctamundo	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
Absolutely	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
Absolutely correct	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
Absolutely right	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
Accurate	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
Affirmative	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
Beyond a doubt	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
Bullseye	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
Certainly	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
Right	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
Correct you are	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
That's accurate	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
Darn straight	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
Definitely	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
Ding ding ding	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
Fair	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
I understood what you said	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
I'm picking up what you're throwing down	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
In a heartbeat	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
Indubitably	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
Correct	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
Yes, that is true	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
yes, that's accurate	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
Yes, that's right	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
Yes, that's true	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
You are correct	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
You are right	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
You hit the nail on the head	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
That's a fair assessment	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
You're correct	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
Yes, that is accurate	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
Yup, that is accurate	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
Yup, that is correct	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
yup, that is right	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
Yup, that is true	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
Yup, that's accurate	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
Yup, that's correct	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
yup, that's right	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
Yup, that's true	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
Understood	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
TRUE	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
thats amazing	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
That's correct	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
Truuuuu	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
Yes, that is right	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
Yes, that is correct	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
Unquestionably	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
What you said was accurate	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
What you said was right	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
What you said was true	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
Without a doubt	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
Without a second thought	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
That's a true statement	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
Uh huh	Excellent.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	88	
I didn't mean that	No problem at all.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	89	
I apologize	No problem at all.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	89	
My bad	No problem at all.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	89	
Sry	No problem at all.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	89	
I just wanted to say sorry	No problem at all.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	89	
Sorry I messed up	No problem at all.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	89	
I'm really sorry about that	No problem at all.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	89	
Can you forgive me	No problem at all.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	89	
That's my mistake	No problem at all.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	89	
I'm so sorry	No problem at all.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	89	
Apologies	No problem at all.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	89	
My apologies	No problem at all.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	89	
Just wanted to say sorry	No problem at all.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	89	
I'm very sorry	No problem at all.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	89	
I'm terribly sorry	No problem at all.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	89	
I'm sorry friend	No problem at all.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	89	
I'm sorry	No problem at all.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	89	
I'm remorseful	No problem at all.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	89	
I'm really sorry	No problem at all.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	89	
Oh god, I'm sorry	No problem at all.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	89	
Oh gosh, sorry about that	No problem at all.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	89	
I beg your forgiveness	No problem at all.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	89	
I apologize for that	No problem at all.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	89	
I am truly sorry	No problem at all.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	89	
I am so very sorry	No problem at all.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	89	
I am so sorry to hear that	No problem at all.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	89	
I am ever so sorry	No problem at all.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	89	
Geez,  sorry	No problem at all.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	89	
Forgive me	No problem at all.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	89	
Crap, sorry	No problem at all.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	89	
Can you ever forgive me	No problem at all.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	89	
I sincerely apologize	No problem at all.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	89	
Sorry for everything	No problem at all.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	89	
Whoops sorry	No problem at all.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	89	
Whoops I'm sorry	No problem at all.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	89	
Whoops I messed up	No problem at all.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	89	
That's my bad	No problem at all.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	89	
That was totally my bad	No problem at all.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	89	
That was my bad	No problem at all.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	89	
srry	No problem at all.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	89	
Sorry sorry	No problem at all.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	89	
Sorry I made a mistake	No problem at all.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	89	
My most sincere apologies	No problem at all.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	89	
Sorry for that	No problem at all.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	89	
Whoops that's my bad	No problem at all.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	89	
Sorry bot	No problem at all.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	89	
Sorry about that	No problem at all.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	89	
Sorry	No problem at all.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	89	
So sorry	No problem at all.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	89	
Please, won't you forgive me?	No problem at all.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	89	
Please forgive me	No problem at all.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	89	
Please excuse me	No problem at all.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	89	
Oops, sorry	No problem at all.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	89	
Oops, my bad	No problem at all.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	89	
Oops sorry	No problem at all.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	89	
Omg sorry	No problem at all.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	89	
Oh no sorry	No problem at all.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	89	
Sorry I goofed up	No problem at all.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	89	
That's very kind	You're welcome.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	90	
Oh, thank you	You're welcome.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	90	
I'm grateful, thanks	You're welcome.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	90	
Wonderful, thanks!	You're welcome.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	90	
That's great, thanks	You're welcome.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	90	
I'm grateful for that, thank you kindly	You're welcome.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	90	
Gotcha, thanks	You're welcome.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	90	
Rad, thanks	You're welcome.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	90	
I appreciate it	You're welcome.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	90	
Thx	You're welcome.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	90	
I thank you	You're welcome.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	90	
My sincere thanks	You're welcome.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	90	
My humblest thanks to you	You're welcome.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	90	
Marvelous, thanks	You're welcome.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	90	
Marvelous, thank you kindly	You're welcome.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	90	
Marvelous, thank you	You're welcome.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	90	
Many thanks to you	You're welcome.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	90	
Many thanks	You're welcome.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	90	
Kthx	You're welcome.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	90	
Ahh, thanks	You're welcome.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	90	
I'm grateful for that, thank you	You're welcome.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	90	
Perfecto, thanks	You're welcome.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	90	
I appreciate you	You're welcome.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	90	
I appreciate that	You're welcome.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	90	
I am very thankful for that	You're welcome.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	90	
How kind, thank you	You're welcome.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	90	
Great, thanks	You're welcome.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	90	
Great, thank you	You're welcome.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	90	
Gracias	You're welcome.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	90	
Gotcha, thank you	You're welcome.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	90	
Awesome thanks!	You're welcome.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	90	
thank you pal	You're welcome.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	90	
Wonderful, thank you!	You're welcome.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	90	
Wonderful, thank you very much	You're welcome.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	90	
Why thank you	You're welcome.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	90	
Thnx	You're welcome.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	90	
That is lovely, thanks	You're welcome.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	90	
That is awesome, thanks!	You're welcome.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	90	
Thanks bot	You're welcome.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	90	
Thanks a lot	You're welcome.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	90	
Okay, thanks!	You're welcome.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	90	
Thank you so much	You're welcome.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	90	
Perfect, thanks	You're welcome.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	90	
Thank you my friend	You're welcome.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	90	
Thank you kindly	You're welcome.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	90	
Thank you for that	You're welcome.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	90	
Thank you bot	You're welcome.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	90	
Thank you	You're welcome.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	90	
Right on, thanks very much	You're welcome.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	90	
Right on, thanks a lot	You're welcome.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	90	
Radical, thanks	You're welcome.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	90	
Rad thank you	You're welcome.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	90	
Thanks	You're welcome.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	90	
I don't understand what you're talking about	I think I might have gotten lost there.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	91	
Explain yourself	I think I might have gotten lost there.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	91	
You're no making any sense	I think I might have gotten lost there.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	91	
Say what?	I think I might have gotten lost there.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	91	
Umm	I think I might have gotten lost there.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	91	
That did not make any sense	I think I might have gotten lost there.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	91	
I'm not following	I think I might have gotten lost there.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	91	
I'm lost	I think I might have gotten lost there.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	91	
I'm confused	I think I might have gotten lost there.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	91	
Start making sense	I think I might have gotten lost there.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	91	
I'm very confused	I think I might have gotten lost there.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	91	
I'm super confused	I think I might have gotten lost there.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	91	
I'm so confused right now	I think I might have gotten lost there.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	91	
I'm so confused	I think I might have gotten lost there.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	91	
I don't understand what you're trying to say	I think I might have gotten lost there.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	91	
I don't understand what you mean	I think I might have gotten lost there.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	91	
I don't understand	I think I might have gotten lost there.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	91	
I don't think I know what you're talking about	I think I might have gotten lost there.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	91	
I don't get it	I think I might have gotten lost there.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	91	
I don't follow	I think I might have gotten lost there.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	91	
I do not understand	I think I might have gotten lost there.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	91	
I am very confused	I think I might have gotten lost there.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	91	
I am super confused	I think I might have gotten lost there.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	91	
I have no idea what you're talking about	I think I might have gotten lost there.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	91	
We are not on the same page	I think I might have gotten lost there.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	91	
You're not making sense	I think I might have gotten lost there.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	91	
You're not making any sense to me	I think I might have gotten lost there.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	91	
You're confusing me	I think I might have gotten lost there.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	91	
You made no sense	I think I might have gotten lost there.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	91	
You are not making sense	I think I might have gotten lost there.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	91	
You are not making any sense to me	I think I might have gotten lost there.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	91	
You are not making any sense	I think I might have gotten lost there.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	91	
You are confusing	I think I might have gotten lost there.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	91	
You've lost me	I think I might have gotten lost there.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	91	
Try to make some sense	I think I might have gotten lost there.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	91	
That was confusing	I think I might have gotten lost there.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	91	
That made no sense	I think I might have gotten lost there.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	91	
That doesn't make sense	I think I might have gotten lost there.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	91	
That doesn't make any sense	I think I might have gotten lost there.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	91	
That didn't make sense	I think I might have gotten lost there.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	91	
That didn't make any sense	I think I might have gotten lost there.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	91	
You are confusing me	I think I might have gotten lost there.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	91	
I’m happy to help	Great.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	92	
De nada	Great.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	92	
No problem	Great.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	92	
No biggie	Great.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	92	
Don't mention it	Great.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	92	
You're welcome	Great.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	92	
Any time	Great.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	92	
It is my pleasure	Great.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	92	
It was nothing	Great.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	92	
Fuggitaboutit	Great.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	92	
No worries	Great.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	92	
My pleasure	Great.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	92	
It's my pleasure	Great.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	92	
Welcome	Great.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	92	
Forget about it	Great.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	92	
Don’t mention it	Great.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	92	
Anytime	Great.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	92	
You are welcome	Great.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	92	
You're welcome my friend	Great.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	92	
You're welcome bot	Great.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	92	
You're very welcome	Great.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	92	
You're so welcome	Great.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	92	
You're so very welcome	Great.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	92	
Not a problem	Great.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	92	
You're most welcome	Great.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	92	
Not at all	Great.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	92	
You are very welcome	Great.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	92	
You are so welcome	Great.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	92	
You are so very welcome	Great.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	92	
You are most welcome	Great.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	92	
Welcome you are	Great.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	92	
You're welk	Great.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	92	
You're quite welcome	Great.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	92	
I'm gonna skedaddle	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I'm about to motor now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I'm going to take off now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I'm going to leave	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
See you later	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I'm about to scoot now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I'm going to sign off now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I'm about to jet now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I'm about to log out	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I gotta go now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I have to sign out	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I have to motor now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I have to run	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I have to run now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I have to scoot	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I have to scoot now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I gotta sign out now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I have to sign off now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I have to log out	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I have to sign out now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I have to skedaddle	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I have to skedaddle now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I have to take off	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I have to take off now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I must depart	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I have to sign off	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I have to jet	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
Adieu	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I gotta skedaddle now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I gotta take off	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I gotta take off now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I have to get going	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I have to get going now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I have to motor	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I have to go now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I have to log out now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I have to jet now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I have to leave	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I have to leave now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I have to log off	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I have to log off now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
